Month,Region,District,Village,Latitude,Longitude,Temp,RH ,Insecticide,Class,Concentration (%),Species,Sex,Age,Replicate,N,10mins,15mins,20mins,30mins,40mins,50mins,60mins,Alive,Dead
"Sep, 2022",Mtwara,Mtwara_rural,Mahurunga,-10.536058,40.279246,29,59.3,Pirimiphos-methyl,Organophosphate,2.5,An. funestus,female,adult,2,20,8,20,20,20,20,20,20,0,20
"Sep, 2022",Mtwara,Mtwara_rural,Mahurunga,-10.536058,40.279246,29,59.3,Pirimiphos-methyl,Organophosphate,2.5,An. funestus,female,adult,3,20,14,20,20,20,20,20,20,0,20
"Sep, 2022",Mtwara,Mtwara_rural,Mahurunga,-10.536058,40.279246,29,59.3,Pirimiphos-methyl,Organophosphate,2.5,An. funestus,female,adult,4,20,1,17,20,20,20,20,20,0,20
"Sep, 2022",Mtwara,Mtwara_rural,Mahurunga,-10.536058,40.279246,29,59.3,control,,,An. funestus,female,adult,1,20,0,0,0,0,0,0,0,18,2
"Sep, 2022",Mtwara,Mtwara_rural,Mahurunga,-10.536058,40.279246,29,59.3,control,,,An. funestus,female,adult,2,20,0,0,0,0,0,0,0,19,1
"Sep, 2022",Mtwara,Mtwara_rural,Mahurunga,-10.536058,40.279246,27.6,67.9,Permethrin,Pyrethroid,0.75,An. funestus,female,adult,1,20,0,2,1,2,4,7,8,6,14
"Sep, 2022",Mtwara,Mtwara_rural,Mahurunga,-10.536058,40.279246,27.6,67.9,Permethrin,Pyrethroid,0.75,An. funestus,female,adult,2,20,0,1,1,3,4,8,9,8,12
"Sep, 2022",Mtwara,Mtwara_rural,Mahurunga,-10.536058,40.279246,27.6,67.9,Permethrin,Pyrethroid,0.75,An. funestus,female,adult,3,20,0,0,2,3,5,6,8,8,12
"Sep, 2022",Mtwara,Mtwara_rural,Mahurunga,-10.536058,40.279246,27.6,67.9,Permethrin,Pyrethroid,0.75,An. funestus,female,adult,4,20,0,0,2,3,3,5,7,9,11
"Sep, 2022",Mtwara,Mtwara_rural,Mahurunga,-10.536058,40.279246,27.6,67.9,control,,,An. funestus,female,adult,1,20,0,0,0,0,0,0,0,20,0
"Sep, 2022",Mtwara,Mtwara_rural,Mahurunga,-10.536058,40.279246,27.6,67.9,control,,,An. funestus,female,adult,2,20,0,0,0,0,0,0,0,20,0
"Sep, 2022",Mtwara,Mtwara_rural,Mahurunga,-10.536058,40.279246,28.7,53.4,Permethrin 5x,Pyrethroid,3.75,An. funestus,female,adult,1,20,8,12,13,16,19,18,19,1,19
"Sep, 2022",Mtwara,Mtwara_rural,Mahurunga,-10.536058,40.279246,28.7,53.4,Permethrin 5x,Pyrethroid,3.75,An. funestus,female,adult,2,20,7,11,14,15,18,19,19,1,19
"Sep, 2022",Mtwara,Mtwara_rural,Mahurunga,-10.536058,40.279246,28.7,53.4,Permethrin 5x,Pyrethroid,3.75,An. funestus,female,adult,3,20,5,10,13,15,18,18,18,1,19
"Sep, 2022",Mtwara,Mtwara_rural,Mahurunga,-10.536058,40.279246,28.7,53.4,Permethrin 5x,Pyrethroid,3.75,An. funestus,female,adult,4,20,9,10,13,14,19,20,20,1,19
"Sep, 2022",Mtwara,Mtwara_rural,Mahurunga,-10.536058,40.279246,28.7,53.4,control,Pyrethroid,,An. funestus,female,adult,1,20,0,0,0,0,0,0,0,20,0
"Sep, 2022",Mtwara,Mtwara_rural,Mahurunga,-10.536058,40.279246,28.7,53.4,control,Pyrethroid,,An. funestus,female,adult,2,20,0,0,0,0,0,0,0,19,1
"Sep, 2022",Mtwara,Mtwara_rural,Mahurunga,-10.536058,40.279246,29.8,71,Deltamethrin + PBO,Pyrethroid,,An. funestus,female,adult,1,20,,,,,,,19,1,19
"Sep, 2022",Mtwara,Mtwara_rural,Mahurunga,-10.536058,40.279246,29.8,71,Deltamethrin + PBO,Pyrethroid,,An. funestus,female,adult,2,20,,,,,,,20,1,19
"Sep, 2022",Mtwara,Mtwara_rural,Mahurunga,-10.536058,40.279246,29.8,71,Deltamethrin + PBO,Pyrethroid,,An. funestus,female,adult,3,20,,,,,,,19,1,19
"Sep, 2022",Mtwara,Mtwara_rural,Mahurunga,-10.536058,40.279246,29.8,71,control,,,An. funestus,female,adult,1,20,,,,,,,0,18,2
"Sep, 2022",Mtwara,Mtwara_rural,Mahurunga,-10.536058,40.279246,29.8,71,control,,,An. funestus,female,adult,2,20,,,,,,,0,20,0
"Oct, 2022",Lindi,Mtama,Mtua Longa,-10.21781,39.4919,30.4,53,Deltamethrin,Pyrethroid,0.05,An. funestus,female,adult,1,20,0,0,0,1,2,2,2,19,1
"Oct, 2022",Lindi,Mtama,Mtua Longa,-10.21781,39.4919,30.4,53,Deltamethrin,Pyrethroid,0.05,An. funestus,female,adult,2,20,0,0,0,1,1,2,2,19,1
"Oct, 2022",Lindi,Mtama,Mtua Longa,-10.21781,39.4919,30.4,53,Deltamethrin,Pyrethroid,0.05,An. funestus,female,adult,3,20,1,1,1,2,2,2,2,18,2
"Oct, 2022",Lindi,Mtama,Mtua Longa,-10.21781,39.4919,30.4,53,Deltamethrin,Pyrethroid,0.05,An. funestus,female,adult,4,20,0,0,0,0,2,2,1,18,2
"Oct, 2022",Lindi,Mtama,Mtua Longa,-10.21781,39.4919,30.4,53,control,,,An. funestus,female,adult,1,20,0,0,0,0,0,0,0,20,0
"Oct, 2022",Lindi,Mtama,Mtua Longa,-10.21781,39.4919,30.4,53,control,,,An. funestus,female,adult,2,20,0,0,0,0,0,0,0,19,1
"Oct, 2022",Lindi,Mtama,Mtua Longa,-10.21781,39.4919,30.8,50.3,Deltamethrin 5x,Pyrethroid,0.25,An. funestus,female,adult,1,20,1,1,3,3,3,5,5,3,17
"Oct, 2022",Lindi,Mtama,Mtua Longa,-10.21781,39.4919,30.8,50.3,Deltamethrin 5x,Pyrethroid,0.25,An. funestus,female,adult,2,20,1,1,1,2,5,7,7,3,17
"Oct, 2022",Lindi,Mtama,Mtua Longa,-10.21781,39.4919,30.8,50.3,Deltamethrin 5x,Pyrethroid,0.25,An. funestus,female,adult,3,20,1,1,4,5,5,6,6,8,12
"Oct, 2022",Lindi,Mtama,Mtua Longa,-10.21781,39.4919,30.8,50.3,Deltamethrin 5x,Pyrethroid,0.25,An. funestus,female,adult,4,20,2,2,3,5,6,6,7,7,13
"Oct, 2022",Lindi,Mtama,Mtua Longa,-10.21781,39.4919,30.8,50.3,control,,,An. funestus,female,adult,1,20,0,0,0,0,0,0,0,18,2
"Oct, 2022",Lindi,Mtama,Mtua Longa,-10.21781,39.4919,30.8,50.3,control,,,An. funestus,female,adult,2,20,0,0,0,0,0,0,0,20,0
"Oct, 2022",Lindi,Mtama,Mtua Longa,-10.21781,39.4919,30,53.5,DDT,Organochlorine,4,An. funestus,female,adult,1,20,0,1,3,11,18,20,20,1,19
"Oct, 2022",Lindi,Mtama,Mtua Longa,-10.21781,39.4919,30,53.5,DDT,Organochlorine,4,An. funestus,female,adult,2,20,0,1,4,8,18,20,20,1,19
"Oct, 2022",Lindi,Mtama,Mtua Longa,-10.21781,39.4919,30,53.5,DDT,Organochlorine,4,An. funestus,female,adult,3,20,0,1,4,14,20,20,20,1,19
"Oct, 2022",Lindi,Mtama,Mtua Longa,-10.21781,39.4919,30,53.5,DDT,Organochlorine,4,An. funestus,female,adult,4,20,0,2,5,11,17,20,20,1,19
"Oct, 2022",Lindi,Mtama,Mtua Longa,-10.21781,39.4919,30,53.5,control,,,An. funestus,female,adult,1,20,0,0,0,0,0,0,0,20,0
"Oct, 2022",Lindi,Mtama,Mtua Longa,-10.21781,39.4919,30,53.5,control,,,An. funestus,female,adult,2,20,0,0,0,0,0,0,0,19,1
"Oct, 2022",Lindi,Mtama,Mtua Longa,-10.21781,39.4919,28.5,55.1,Deltamethrin 10x,Pyrethroid,0.5,An. funestus,female,adult,1,20,4,4,6,7,10,11,16,1,19
"Oct, 2022",Lindi,Mtama,Mtua Longa,-10.21781,39.4919,28.5,55.1,Deltamethrin 10x,Pyrethroid,0.5,An. funestus,female,adult,2,20,1,3,1,4,7,6,9,4,16
"Oct, 2022",Lindi,Mtama,Mtua Longa,-10.21781,39.4919,28.5,55.1,Deltamethrin 10x,Pyrethroid,0.5,An. funestus,female,adult,3,20,1,3,3,4,7,5,11,2,18
"Oct, 2022",Lindi,Mtama,Mtua Longa,-10.21781,39.4919,28.5,55.1,Deltamethrin 10x,Pyrethroid,0.5,An. funestus,female,adult,4,20,1,1,2,4,3,6,4,4,16
"Oct, 2022",Lindi,Mtama,Mtua Longa,-10.21781,39.4919,28.5,55.1,control,,,An. funestus,female,adult,1,20,0,0,0,0,0,0,0,20,0
"Oct, 2022",Lindi,Mtama,Mtua Longa,-10.21781,39.4919,28.5,55.1,control,,,An. funestus,female,adult,2,20,0,0,0,0,0,0,0,19,1
"Oct, 2022",Lindi,Mtama,Mtua Longa,-10.21781,39.4919,32,36,Bendiocarb,Carbamate,0.1,An. funestus,female,adult,1,20,0,1,1,8,9,13,14,6,14
"Oct, 2022",Lindi,Mtama,Mtua Longa,-10.21781,39.4919,32,36,Bendiocarb,Carbamate,0.1,An. funestus,female,adult,2,20,0,1,2,6,11,11,15,2,18
"Oct, 2022",Lindi,Mtama,Mtua Longa,-10.21781,39.4919,32,36,Bendiocarb,Carbamate,0.1,An. funestus,female,adult,3,20,0,0,3,9,9,9,16,5,15
"Oct, 2022",Lindi,Mtama,Mtua Longa,-10.21781,39.4919,32,36,Bendiocarb,Carbamate,0.1,An. funestus,female,adult,4,20,0,0,7,12,14,15,18,6,14
"Oct, 2022",Lindi,Mtama,Mtua Longa,-10.21781,39.4919,32,36,control,,,An. funestus,female,adult,1,20,0,0,0,0,0,0,0,20,0
"Oct, 2022",Lindi,Mtama,Mtua Longa,-10.21781,39.4919,32,36,control,,,An. funestus,female,adult,2,20,0,0,0,0,0,0,0,20,0
"Oct, 2022",Lindi,Mtama,Mtua Longa,-10.21781,39.4919,32,36,Pirimiphos-methyl,Organophosphate,2.5,An. funestus,female,adult,1,20,16,20,20,20,20,20,20,1,19
"Oct, 2022",Lindi,Mtama,Mtua Longa,-10.21781,39.4919,32,36,Pirimiphos-methyl,Organophosphate,2.5,An. funestus,female,adult,2,20,12,20,20,20,20,20,20,0,20
"Oct, 2022",Lindi,Mtama,Mtua Longa,-10.21781,39.4919,32,36,Pirimiphos-methyl,Organophosphate,2.5,An. funestus,female,adult,3,20,13,20,20,20,20,20,20,0,20
"Oct, 2022",Lindi,Mtama,Mtua Longa,-10.21781,39.4919,32,36,Pirimiphos-methyl,Organophosphate,2.5,An. funestus,female,adult,4,20,12,19,19,20,20,20,20,0,20
"Oct, 2022",Lindi,Mtama,Mtua Longa,-10.21781,39.4919,32,36,control,,,An. funestus,female,adult,1,20,0,0,0,0,0,0,0,20,0
"Oct, 2022",Lindi,Mtama,Mtua Longa,-10.21781,39.4919,32,36,control,,,An. funestus,female,adult,2,20,0,0,0,0,0,0,0,19,1
"Oct, 2022",Lindi,Mtama,Mtua Longa,-10.21781,39.4919,30,44.6,Permethrin,Pyrethroid,0.75,An. funestus,female,adult,1,20,0,1,1,4,4,8,9,13,7
"Oct, 2022",Lindi,Mtama,Mtua Longa,-10.21781,39.4919,30,44.6,Permethrin,Pyrethroid,0.75,An. funestus,female,adult,2,20,0,1,1,6,8,8,10,11,9
"Oct, 2022",Lindi,Mtama,Mtua Longa,-10.21781,39.4919,30,44.6,Permethrin,Pyrethroid,0.75,An. funestus,female,adult,3,20,0,1,1,3,7,7,10,10,10
"Oct, 2022",Lindi,Mtama,Mtua Longa,-10.21781,39.4919,30,44.6,Permethrin,Pyrethroid,0.75,An. funestus,female,adult,4,20,0,1,1,3,8,8,9,16,4
"Oct, 2022",Lindi,Mtama,Mtua Longa,-10.21781,39.4919,30,44.6,control,,,An. funestus,female,adult,1,20,0,0,0,0,0,0,0,19,1
"Oct, 2022",Lindi,Mtama,Mtua Longa,-10.21781,39.4919,30,44.6,control,,,An. funestus,female,adult,2,20,0,0,0,0,0,0,0,18,2
"Oct, 2022",Lindi,Mtama,Mtua Longa,-10.21781,39.4919,29.9,53.7,Permethrin 5x,Pyrethroid,3.75,An. funestus,female,adult,1,20,3,7,8,10,11,15,16,1,19
"Oct, 2022",Lindi,Mtama,Mtua Longa,-10.21781,39.4919,29.9,53.7,Permethrin 5x,Pyrethroid,3.75,An. funestus,female,adult,2,20,3,4,6,6,8,10,11,3,17
"Oct, 2022",Lindi,Mtama,Mtua Longa,-10.21781,39.4919,29.9,53.7,Permethrin 5x,Pyrethroid,3.75,An. funestus,female,adult,3,20,7,10,9,15,16,18,19,1,19
"Oct, 2022",Lindi,Mtama,Mtua Longa,-10.21781,39.4919,29.9,53.7,Permethrin 5x,Pyrethroid,3.75,An. funestus,female,adult,4,20,6,10,12,14,16,18,19,1,19
"Oct, 2022",Lindi,Mtama,Mtua Longa,-10.21781,39.4919,29.9,53.7,control,Pyrethroid,,An. funestus,female,adult,1,20,1,1,1,1,1,1,0,19,1
"Oct, 2022",Lindi,Mtama,Mtua Longa,-10.21781,39.4919,29.9,53.7,control,Pyrethroid,,An. funestus,female,adult,2,20,0,0,0,0,0,0,1,17,3
"Oct, 2022",Lindi,Mtama,Mtua Longa,-10.21781,39.4919,32,46.8,Deltamethrin + PBO,Pyrethroid,,An. funestus,female,adult,1,20,,,,,,,20,1,19
"Oct, 2022",Lindi,Mtama,Mtua Longa,-10.21781,39.4919,32,46.8,Deltamethrin + PBO,Pyrethroid,,An. funestus,female,adult,2,20,,,,,,,20,1,19
"Oct, 2022",Lindi,Mtama,Mtua Longa,-10.21781,39.4919,32,46.8,Deltamethrin + PBO,Pyrethroid,,An. funestus,female,adult,3,20,,,,,,,20,1,19
"Oct, 2022",Lindi,Mtama,Mtua Longa,-10.21781,39.4919,32,46.8,control,,,An. funestus,female,adult,1,20,,,,,,,1,19,1
"Oct, 2022",Lindi,Mtama,Mtua Longa,-10.21781,39.4919,32,46.8,control,,,An. funestus,female,adult,2,20,,,,,,,0,20,0
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,28,67,Deltamethrin,Pyrethroid,0.05,An. funestus,female,adult,1,20,0,0,1,1,2,3,4,13,7
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,28,67,Deltamethrin,Pyrethroid,0.05,An. funestus,female,adult,2,20,0,1,2,3,2,3,3,14,6
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,28,67,Deltamethrin,Pyrethroid,0.05,An. funestus,female,adult,3,20,0,0,0,1,2,2,3,12,8
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,28,67,Deltamethrin,Pyrethroid,0.05,An. funestus,female,adult,4,20,1,0,2,1,1,2,4,15,5
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,28,67,control,,,An. funestus,female,adult,1,20,0,0,0,0,1,1,1,18,2
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,28,67,control,,,An. funestus,female,adult,2,20,0,0,2,2,2,1,1,20,0
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,27.8,63.6,Deltamethrin 5x,Pyrethroid,0.25,An. funestus,female,adult,1,20,5,6,7,9,12,11,10,4,16
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,27.8,63.6,Deltamethrin 5x,Pyrethroid,0.25,An. funestus,female,adult,2,20,3,4,7,8,8,10,9,5,15
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,27.8,63.6,Deltamethrin 5x,Pyrethroid,0.25,An. funestus,female,adult,3,20,1,2,3,5,6,8,8,4,16
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,27.8,63.6,Deltamethrin 5x,Pyrethroid,0.25,An. funestus,female,adult,4,20,2,2,3,7,8,6,5,4,16
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,27.8,63.6,control,,,An. funestus,female,adult,1,20,0,0,0,0,0,0,0,19,1
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,27.8,63.6,control,,,An. funestus,female,adult,2,20,0,0,0,0,1,0,0,19,1
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,28,67,DDT,Organochlorine,4,An. funestus,female,adult,1,20,2,1,6,8,8,11,13,1,19
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,28,67,DDT,Organochlorine,4,An. funestus,female,adult,2,20,1,3,3,7,15,15,18,1,19
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,28,67,DDT,Organochlorine,4,An. funestus,female,adult,3,20,2,2,6,9,13,17,18,1,19
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,28,67,DDT,Organochlorine,4,An. funestus,female,adult,4,20,1,3,2,4,11,15,17,2,18
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,28,67,control,,,An. funestus,female,adult,1,20,0,0,0,0,0,0,0,20,0
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,28,67,control,,,An. funestus,female,adult,2,20,0,0,0,0,0,0,0,20,0
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,28,67,Deltamethrin 10x,Pyrethroid,0.5,An. funestus,female,adult,1,20,3,1,5,9,11,14,14,5,15
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,28,67,Deltamethrin 10x,Pyrethroid,0.5,An. funestus,female,adult,2,20,1,4,4,7,10,11,8,4,16
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,28,67,Deltamethrin 10x,Pyrethroid,0.5,An. funestus,female,adult,3,20,1,3,4,6,7,9,13,3,17
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,28,67,Deltamethrin 10x,Pyrethroid,0.5,An. funestus,female,adult,4,20,0,3,2,4,9,10,12,7,13
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,28,67,control,,,An. funestus,female,adult,1,20,0,0,0,0,0,0,0,20,0
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,28,67,control,,,An. funestus,female,adult,2,20,0,1,1,0,0,0,0,20,0
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,29,63,Bendiocarb,Carbamate,0.1,An. funestus,female,adult,1,20,1,3,8,17,17,18,20,1,19
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,29,63,Bendiocarb,Carbamate,0.1,An. funestus,female,adult,2,20,0,1,6,12,17,19,19,1,19
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,29,63,Bendiocarb,Carbamate,0.1,An. funestus,female,adult,3,20,2,1,8,13,17,19,16,1,19
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,29,63,Bendiocarb,Carbamate,0.1,An. funestus,female,adult,4,20,0,1,6,11,14,20,17,2,18
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,29,63,control,,,An. funestus,female,adult,1,20,0,0,0,0,0,0,0,20,0
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,29,63,control,,,An. funestus,female,adult,2,20,0,0,0,0,0,0,0,20,0
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,29,65,Pirimiphos-methyl,Organophosphate,2.5,An. funestus,female,adult,1,20,0,0,1,16,19,20,20,1,19
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,29,65,Pirimiphos-methyl,Organophosphate,2.5,An. funestus,female,adult,2,20,0,0,0,14,20,20,20,0,20
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,29,65,Pirimiphos-methyl,Organophosphate,2.5,An. funestus,female,adult,3,20,0,0,0,17,20,20,20,0,20
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,29,65,Pirimiphos-methyl,Organophosphate,2.5,An. funestus,female,adult,4,20,0,0,1,13,20,20,20,0,20
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,29,65,control,,,An. funestus,female,adult,1,20,0,0,0,0,0,0,0,20,0
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,29,65,control,,,An. funestus,female,adult,2,20,0,0,0,0,0,0,0,20,0
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,30,57,Permethrin,Pyrethroid,0.75,An. funestus,female,adult,1,20,2,1,3,3,5,9,11,8,12
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,30,57,Permethrin,Pyrethroid,0.75,An. funestus,female,adult,2,20,2,3,3,6,3,4,5,11,9
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,30,57,Permethrin,Pyrethroid,0.75,An. funestus,female,adult,3,20,1,5,4,6,9,11,12,7,13
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,30,57,Permethrin,Pyrethroid,0.75,An. funestus,female,adult,4,20,3,4,2,7,11,9,10,5,15
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,30,57,control,,,An. funestus,female,adult,1,20,0,0,0,0,0,0,0,19,1
